call_number,author,title,country,city,publisher,year,author_yivo,title_yivo,country_en,city_en,publisher_en,jerusalem,telaviv
,א. ב. ג.,אין אפריקא ראמעלט זיך!,,תל אביב,החיים. דער לעבען,1960,,,,,,1
,"גארעליק, שמריהו",עסייען,,לאס אנדזשעלעס,מעבר,1947,,,,,,1
,"גארקי, מאקסים",אין סטעפ,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",אין סטעפ,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",אין סטעפ,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",אין סטעפ,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",אין סטעפ און אנדערע דערציילונגען,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",דאס געשעפט פון די ארטאמאנאווס,,ווארשע,,1929,,,,,,1
,"גארקי, מאקסים",די מוטער.,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",די מוטער.,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",די מוטער.,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",די מוטער.,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",די מוטער.,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",די מוטער.,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",די מוטער.,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",די מוטער.,,ניו יארק,דער טאג,1915,,,,,,1
,"גארקי, מאקסים",דריי,,ווארשע,ש. יאטשקאווסקי,,,,,,,1
,"גארקי, מאקסים",דריי מענטשן,,פילאדעלפיע,MALERMAN'S,1919,,,,,,1
,"גארקי, מאקסים",דריי מענטשן,,פילאדעלפיע,MALERMAN'S,1919,,,,,,1
,"גארקי, מאקסים",ווי איך האב זיך געלערנט שרייבן,,ניו יארק,איקוף,,,,,,,1
,"גארקי, מאקסים",מאלווא און אנדערע דערציילונגען,,ווילנע,ב. קלעצקין,1928,,,,,,1
,"גארקי, מאקסים",מיין קינדהייט,,ווילנע,ב. קלעצקין,1928,,,,,,1
,"גארקי, מאקסים",מיין קינדהייט,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",מיין קינדהייט,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",מיין קינדהייט,,ווילנע,ב. קלעצקין,1931,,,,,,1
,"גארקי, מאקסים",מיינע אוניווערסיטעטן,,ווילנע,ב. קלעצקין,1928,,,,,,1
,"גארקי, מאקסים",קולטור און רעוואלוציע.,,ניו יארק,נייע וועלט,1921,,,,,,1
,"גארשמאן, שירע",33 נאוועלן,,ווארשע,יידיש בוך,1961,,,,,,1
,"גארשמאן, שירע",אויסדויער.,,תל אביב,ישראל בוך,1992,,,,,,1
,"גארשמאן, שירע","אין די שפורן פון ""גדוד העברי""",,תל אביב,ישראל בוך,1998,,,,,,1
,"גארשמאן, שירע",ווי צום ערשטן מאל,,תל אביב,ישראל בוך,1995,,,,,,1
,"גארשמאן, שירע",חנהס שאף און רינדער,,תל אביב,ישראל בוך,1993,,,,,,1
,"גארשמאן, שירע",לעבן און ליכט.,,מאסקווע,סאוועטסקי פיסאטעל,1974,,,,,,1
,"גדליה, פ",קעמפער און דענקער,,תל אביב,"אשו""ח",1963,,,,,,1
,"גובניצקי, אלעקסאנדער",מיין אויצער,,מאסקווע,סאוועטסקי פיסאטעל,1973,,,,,,1
,"גובערעק, שמעון",א ייד אין קאלאמביע,,באגאטא,,1973,,,,,,1
,"גובערעק, שמעון",ווענעסועלא,,תל אביב,ניי לעבן,1978,,,,,,1
,"גוברין, מיכן",מעשה הים. כרוניקת פירוש,,ירושלים,כרמל ירושלים,2000,,,,,,1
,"גודלמאן, י. מ.",יידישע געשיכטע העפטן.,,ניו יארק,מתנות,,,,,,,1
,"גודמאן, פ",אין געשפאן,,ניו יארק,,1926,,,,,,1
,"גודמאן, פ",אין געשפאן. לידער און געדיכטן,,ניו יארק,,1923,,,,,,1
,"גודעלמאן, אהרן",מינוטן,,ניו יארק,אטעם,1923,,,,,,1
,"גווירצמאן, רבקה",דער מענטש און זיין גורל,,תל אביב,ארז,,,,,,,1
,"גוטיאנסקי, ב",לייענבוך. פאר אונפאנגער,,מאסקווע,דער עמעס,1947,,,,,,1
,"גוטמאן (קרימער), גאלדע",די ווינטער-בלום,,בוענאס איירעס,,1966,,,,,,1
,"גוטמאן (קרימער), גאלדע",מלחמה יארן. ראמאן,,בוענאס איירעס,,1945,,,,,,1
,"גוטמאן (קרימער), גאלדע",פון דאס ניי. שפיטאל דערציילונגען,,בוענאס איירעס,,1962,,,,,,1
,"גוטמאן (קרימער), גאלדע",צווישן בערג. דערציילוגען,,בוענאס איירעס,,1945,,,,,,1
,"גוטמאן (קרימער), רחל",די מוטער רחל,,בוענאס איירעס,,1948,,,,,,1
,"גוטמאן, אהרן",איך זינג צו דיין האנט. לידער,,בוענאס איירעס,,1951,,,,,,1
,"גוטמאן, גאלדע",דאס לעבן פון א פרוי. נאוועלע,,בוענאס איירעס,,1958,,,,,,1
,"גוטמאן, מ. ב.",פארוואלקנטע טעג,,בערגן-בעלזן,אליין,1949,,,,,,1
,"גוטמאן, רוזא",לידער,,ניו יארק,,1964,,,,,,1
,"גוטמאן, רפאל",יידיש. ליטערארישע כרעסטאמאטיע,,ניו יארק,סטאר היברו בוק קאמפאני,1926,,,,,,1
,"גוטמאן, שאול",די אנדערשקייט פון אמערקאנער יידנטום,,תל אביב,י. ל. פרץ,1980,,,,,,1
,"גוטמאן, שואל",טראדיציע און באנייאונג. עסייען 1944-1966,,ניו יארק,מתנות,1967,,,,,,1
,"גוטמאן, שמריהו",א קייט פון דורות,,פאריז,גרוינעמקין,,,,,,,1
,"גוטמן, רוזה",שירים,,תל אביב,עם הספר,1972,,,,,,1
,"גוטערמאן, גוטע",דער אפגרונט רוישט,,לאדזש,יידיש בוך,1948,,,,,,1
,"גוטערמאן, גוטע",קלארע וואלקנס,,תל אביב,,1971,,,,,,1
,"גוטערמאן, יצחק",אין א פוסטער שטאט,,לאדזש,יידיש בוך,1949,,,,,,1
,"גוטערמאן, יצחק",באנייטע טעג,,ווארשע,יידיש בוך,1954,,,,,,1
,"גוטקאוויטש, יאנקל",אויף אלע טעג פון א גאנץ יאר,,ווארשע,יידיש בוך,1966,,,,,,1
,"גויכבערג, י",געזאנגען פון אונזער דור,,באסטאן,CENTURY PRESS,1925,,,,,,1
,"גויכבערג, י",ווערטיקאלן,,ניו יארק,בידערמאן,1935,,,,,,1
,"גויכבערג, י",ווערטיקאלן,,ניו יארק,בידערמאן,1935,,,,,,1
,"גויכבערג, י",מיט לייב און לעבן,,תל אביב,י. ל. פרץ,1963,,,,,,1
,"גויכבערג, י",נעמיראוו,,ניו יארק,מתנות,1946,,,,,,1
,"גוקאווסקי, א. אי. - א. וו. טראכטענבערג",געשיכטע. די עפאכע פון פעודאליזם.,,מאסקווע,עמעס,1934,,,,,,1
,"גורדון, מרים, - רוזנבערג, לבית",זכרונות פין מיין אלטן היים,,ירושלים,,1992,,,,,,1
,"גורין, משה",די גרינע בריק,,תל אביב,י. ל. פרץ,1966,,,,,,1
,"גורין, משה",מיט זיבן אויגן,,תל אביב,המנורה,1973,,,,,,1
,"גורעוויטש, יהשע",שטעטעלעך מיט יידן,,תל אביב,יידישבוך,1971,,,,,,1
,"גידעמאן, מ",אידישע קולטור-געשיכטע אין מיטלאלטער.,,בערלין,כלל פארלאג,1922,,,,,,1
,"גיילינג, בען",גיט א שמייכל,,באסטאן,זיך אליין,1949,,,,,,1
,"גייסט, דוד",דאס לעבן אליין,,בוענאס איירעס,חברים קאמיטעט,1957,,,,,,1
,"גילבערט, שלמה",דערציילונגען און דראמעס,,"לאנדאן, קאנאדא",,1954,,,,,,1
,"גינזבורג, א דר",אידישע דענקער און פאעטן אין מיטלאלטער,,ניו יארק,פארווערטס,1918,,,,,,1
,"גינזבורג, א. דר",אידישע דענקער און פאעטן. אין מיטל-אלטער.,,ניו יארק,פארווערטס,1918,,,,,,1
,"גינזבורג, א. דר",אידישע דענקער און פאעטן. אין מיטל-אלטער.,,ניו יארק,פארווערטס,1919,,,,,,1
,"גינזבורג, שאול",אידישע ליידן אין צארישען רוסלאנד,,ניו יארק,יוביליי קאמיטעט,1938,,,,,,1
,"גינזבורג, שאול",אמאליקע פעטערבורג. היסטארישע ווערק,,ניו יארק,ציקא,1944,,,,,,1
,"גינצבורג, א",דיא ענטשטעהונג פון קריסטענטהום,,ניו יארק,פארווערטס,1917,,,,,,1
,"גיסין, מ. - מאטעס דייטש",ליטערארישע זאמלונגען 2.,,שיקאגא,,1944,,,,,,1
,"גיסין, מ. - מאטעס דייטש",ליטערארישע זאמלונגען 3.,,שיקאגא,,1946,,,,,,1
,"גיסין, מ. - מאטעס דייטש",ליטערארישע זאמלונגען 5.,,שיקאגא,,1948,,,,,,1
,"גיסער, משה דוד",יוליוס און מארי. (1905),,בוענאס איירעס,,1950,,,,,,1
,"גיסער, משה דוד",לידער און לענדער,,בוענאס איירעס,,1945,,,,,,1
,"גיסער, משה דוד",פאעמען און באלאדען,,בוענאס איירעס,,1931,,,,,,1
,"גיציס, מ",בטחון.,,שיקאגא,"צעשינסקי, מ",1939,,,,,,1
,"גיציס, מ",די זון אין מיזראך. נאוועלן,,שיקאגא,צעשינסקי פארלאג,1936,,,,,,1
,"גיציס, משה",גלאקן,,שיקאגא,,1925,,,,,,1
,"גיציס, משה",די זון אין מיזראך,,שיקאגא,,1936,,,,,,1
,"גיציס, משה",מאמע ערד,,שיקאגא,,,,,,,,1
,"גיציס, משה",נאוועלן,,שיקאגא,,1932,,,,,,1
,"גלאזמאן, ברוך",אויף א האר. נאוועלן,,ניו יארק,מייזל,1923,,,,,,1
,"גלאזמאן, ברוך",אין גאלדענעם זומפ,,ניו יארק,,1940,,,,,,1
,"גלאזמאן, ברוך",אנטרונענע. פינף דערציילונגען,,ניו יארק,,1935,,,,,,1
,"גלאזמאן, ברוך",ברויט. ראמאן,,ניו יארק,,1946,,,,,,1
,"גלאזמאן, ברוך",לענדער און לעבנס,,ניו יארק,לאנדסמאנשאפט,1937,,,,,,1
,"גלאזמאן, ברוך",לענדער און לעבענס. געקליבענע ווערקת באנד 8,,ניו יארק,,1937,,,,,,1
,"גלאזער, אידא",א רייזע צו דער לבנה,,ניו יארק,א. ג. בוך קאמיטעט,1940,,,,,,1
,"גלאזער, לעאן ס.",פון מאסקווע ביז ירושלים.,,ניו יארק,מאקס יאנקאוויטש פארלאגני,1938,,,,,,1
,"גלאטשטיין, יעקב",אין תוך גענומען,,בוענאס איירעס,קיום,1960,,,,,,1
,"גלאטשטיין, יעקב",אין תוך גענומען,,בוענאס איירעס,קיום,1960,,,,,,1
,"גלאטשטיין, יעקב",געדענקלידער,,ניו יארק,אידישער קעמפער,1943,,,,,,1
,"גלאטשטיין, יעקב",געזאנגען פון רעכט צו לינקס,,ניו יארק,,1971,,,,,,1
,"גלאטשטיין, יעקב",די פרייד פון יידישן ווארט,,ניו יארק,,1961,,,,,,1
,"גלאטשטיין, יעקב",ווען יאש איז געקומען,,ניו יארק,משה שמואל שקלארסקי,1940,,,,,,1
,"גלאטשטיין, יעקב",יידישטייטשן,,ווארשע,ח. בזשאזא,1937,,,,,,1
,"גלאטשטיין, יעקב",עמיל און קארל,,ניו יארק,משה שמואל שקלארסקי,1940,,,,,,1
,"גלאטשטיין, יעקב",פון מיין גאנצער מי,,ניו יארק,מיט דער מיטהילף פון יידישער וועלט-קאנגרעס,1956,,,,,,1
,"גלאטשטיין, יעקב - כהן, בערל (רעד)",פראסט און פשוט. ליטערארישע עסייען,,ניו יארק,פעני גלאטשטיין,1978,,,,,,1
,"גלאי, דניאל ET AL (רעד)",נייע וועגן. ליטערארישער אלמאנאך. 1,,תל אביב,המשך-דור ליבהאבער פון יידיש,1992,,,,,,1
,"גלאנץ, א","וואסערמאן, יעקב. אפהאנדלונג",,?,,1919,,,,,,1
,"גלאנץ, יעקב",א כזית ערד. פאעמע,,מעקסיקא,,1950,,,,,,1
,"גלאנץ, יעקב",טריט אין די בערג,,מעקסיקע,,1939,,,,,,1
,"גלאנץ, יעקב",פון אלע נע-ונעדן,,מעקסיקע,,1974,,,,,,1
,"גלאס-פענסטער, רייזל",זון אויף בארג,,ניו יארק,איקוף,1951,,,,,,1
,"גלאס-פענסטער, רייזל",זון אויף בארג. דררציילונגען,,ניו יארק,איקוף,1951,,,,,,1
,"גלאצער, נחום",פראץ ראזענצווער,,ניו יארק,ייווא,1945,,,,,,1
,"גלאצער-גלילי, דוד",ביים קוואל.,,תל אביב,י. ל. פרץ,1963,,,,,,1
,"גלבוע, יהושע א.",העברעישער ביכער-שאנק.,,תל אביב,המנורה,1965,,,,,,1
,"גלוזשנאווסקי, משה",דער רייטוואגן.,,בוענאס איירעס,אלטער ראזענטאל פאנד,1958,,,,,,1
,"גליקאווסקי, משה",דניאל שטאפלער,,מעקסיקע,,1946,,,,,,1
,"גליקאווסקי, משה",דניאל שטאפלער. ראמאן,,מעקסיקע,,1946,,,,,,1
,"גלעד, זרובבל","ספר הפלמ""ח",,בוענאס איירעס,אונדזער ווארט,1959,,,,,,1
,"גלעמבאצקי, חיים (רעד)",צאינה וראינה.,,בוענאס איירעס,ייווא,1973,,,,,,1
,"גנעסין, א. נ",אפרים מרגולית,,ווילנע,ב. קלעצקין פארלאג,1925,,,,,,1
,"געבירטיג, מרדכי",מיינע לידער,,ניו יארק,ארבעטער רינג,1948,,,,,,1
,"געוואנד, אייזיק",צרור מכתבים,,תל אביב,הר הקסמים,1995,,,,,,1
,"געווירצמאן, רבקה",אויפן בערגל אין נגב. ראמאן,,ישראל,ניי לעבן,,,,,,,1
,"געטהע, י. וו.",געקליבענע שריפטן פון י. וו. געטהע,,ניו יארק,היברו פאבלישינג קא,1911,,,,,,1
,"געטהע, יאהאן וואלפגאנג",געקליבענע שריפטן,,ניו יארק,היברו פאבלישינג קא,1911,,,,,,1
,"געטהע, יאהאן וואלפגאנג",געקליבענע שריפטן,,ניו יארק,היברו פאבלישינג קא,1911,,,,,,1
,"געטהע, יאהאן וואלפגאנג",ווערטהער'ס ליידען,,ניו יארק,מעהר ליכט,1910,,,,,,1
,"געלבאראט, וואלף",פריידען און ליידען,,ניו יארק,,1920,,,,,,1
,"געלבארט, מ (רעד)",ספר הזכרון סאקאלאוו-פאדליאסק,,תל אביב,אירגון יוצאי ס-פ בישראל,1962,,,,,,1
,"געלבארט, מיכל",פון משוררים לעבן,,ניו יארק,משה שמואל שקלארסקי,1942,,,,,,1
,"געלבער, אדאלף / גינזבורג, א",משה דער באפרייער / דער תלמוד,,ווארשע,וועלט ביבליאטעק,1910,,,,,,1
,"געלטנער, שלמה",מיינע יונגע און גרינע יארן,,"ארמאדא, מישיגען",,1956,,,,,,1
,"געלמאן, ברוך",וועלט אין צוים,,ירושלים,,1937/1990,,,,,,1
,"געלערנט, ה",פיטשאיעווער יזכור בוך.,,ניו יארק,פיטשאיעווער לאנדסמאנשאפט אין פילאדעלפיע,1960,,,,,,1
,"גען, ט",אינ גוטנ מוט,,מאסקווע,דער עמעס,1941,,,,,,1
,"גען, ט",דאס פארבליבענע העפטל,,מאסקווע,דער עמעס,1944,,,,,,1
,"געפנער, בנימין",אלבום סיני.,,תל אביב,M. ARYE LEDORI PUBLISHING HOUSE,1956,,,,,,1
,"גערטנער, יהושע",מגילת קאסאוו,,תל אביב,עמך,1981,,,,,,1
,"גערשונאוו, אלבערטא",יידן גאוטשן.,,בוענאס איירעס,איקוף,1952,,,,,,1
,"גערשוני, ג",אין קאמף פאר באדן.,,תל אביב,נייע קולטור פארלאג,1940,,,,,,1
,"געשצינסקי, יעקב",דאס נאציאנאלע פנים פון גלות-יידנטום.,,בוענאס איירעס,קיום,1955,,,,,,1
,"גראבארד, ב",א פערטליארהונדערט.,,ניו יארק,,1935,,,,,,1
,"גראבער, חיהלע",מיין וועג אליין,,תל אביב,י. ל. פרץ,1968,,,,,,1
,"גראבער, חיהלע",צו דער גרויסער וועלט,,בוענאס איירעס,,1952,,,,,,1
,"גראדבערג-טורקאוו, יצחק",די מאמע אסתר רחל,,ווארשע,יידיש בוך,1953,,,,,,1
,"גראדזענסקי, שלמה",געקליבענע שריפטן,,תל אביב,י. ל. פרץ,1973,,,,,,1
,"גראדזענסקי, שלמה",חיים ארלאזאראוו בוך. צו זיין 10טן יארצייט.,,דעטרויט,ח. א. צווייג יידיש-נאציאנאלער ארבעטער פארבאנד,1944,,,,,,1
,"גראדע, חיים",אויף די חורבות. פאעמע,,לאדזש,דאס נייע לעבן,1947,,,,,,1
,"גראדע, חיים",דורות,,ניו יארק,איקוף,1945,,,,,,1
,"גראדע, חיים",די עגונה. ראמאן,,לאס אנדזשעלעס,יידיש נאציאנאלער ארבעטער פארבאנד,1961,,,,,,1
,"גראדע, חיים",דער מענטש פון פייער. לידער און פאעמעס,,ניו יארק,ציקא,1962,,,,,,1
,"גראדע, חיים",דער שולהויף,,ניו יארק,ציקא,1958,,,,,,1
,"גראדע, חיים",דער שטומער מנין. דערציילנגען,,ניו יארק,ברידער שולזינגער,1976,,,,,,1
,"גראדע, חיים",האס. לידער און פאעמעס,,מאסקווע,דער עמעס,1943,,,,,,1
,"גראדע, חיים",מוסערניקעס. מיין קריג מיט הערש ראסיינער.,,ירושלים,האוניברסיטה העברית,1969,,,,,,1
,"גראדע, חיים",צמח אטלאס (די ישיבה),,ניו יארק,,1968,,,,,,1
,"גראדע, חיים",צמח אטלאס. (די ישיבה),,לאס אנדזשעלעס,יידישער נאציאנאלער ארבעטער פארבאנד,1967,,,,,,1
,"גראדע, חיים",שיין פון פארלאשענע שטערן,,בוענאס איירעס,,1950,,,,,,1
,"גראוו, זשאן",די אבשטארבענדע געזעלשאפט און אנארכיע.,,לאנדאן,ארבייטער פריינד,1908,,,,,,1
,"גראוו, זשאק",די אבשטארבענדע געזעלשאפט און די אנארכיע,,לאנדאן,,1908,,,,,,1
,"גראטץ, ה",די יודישע פאלקסגעשיכטע,,ווארשע,,1898,,,,,,1
,"גראנאטנשטיין, פרץ",מיין חרוב שטעטל סאקאלאוו.,,בוענאס איירעס,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,1946,,,,,,1
,"גראנאטשטיין, יחיאל",פרעמדע וועלדער - אייגענע ערד,,תל אביב,י. ל. פרץ,1979,,,,,,1
,"גראנאטשטיין, פרץ",מענטשן פון נעכטן,,תל אביב,י. ל. פרץ,1959,,,,,,1
,"גראנאך, אלעקסאנדער",אט גייט א מענטש,,ניו יארק,איקוף,1948,,,,,,1
,"גראנאס, ראמאנא",וועגן אונזער קאנסטיטוציע,,ווארשע,יידיש בוך,1952,,,,,,1
,"גראנט, ח",ערשטע טריט. א לערנבוך פאר אנפאנגער,,ניו יארק,היברו פאבלישינג קא,1936,,,,,,1
,"גראנטשטיין, יחיאל",איך האב געוואלט לעבן,,פאריז,צעראטא,1950,,,,,,1
,"גראנטשטיין, פרץ",אנשי אתמול,,תל אביב,י. ל. פרץ,1983,,,,,,1
,"גראניטשטיין, משה",באוואלקענע,,בוענאס איירעס,א געזעלשאפטלעכער קאמיטעט,1942,,,,,,1
,"גראניטשטיין, משה",די גאנגרענע. א געשיכטע פון ליבע און האס.,,בוענאס איירעס,,1941,,,,,,1
,"גראניטשטיין, משה",די מאסע און אירע דערלייזער,,בוענאס איירעס,,1935,,,,,,1
,"גראס, נפתלי",אידן,,ניו יארק,ארבעטער רינג,1938,,,,,,1
,"גראס, נפתלי",אידן,,ניו יארק,ארבעטער רינג,1938,,,,,,1
,"גראס, נפתלי",דאס ספר תהילים.,,ניו יארק,א קאמיטעט פון שרייבער און קולטור-טוער,1948,,,,,,1
,"גראס, נפתלי",די פינף מגילות.,,ניו יארק,א קאמיטעט פון שרייבער און קולטור-טוער,1936,,,,,,1
,"גראס, נפתלי",דער ווייסער רייטער,,ניו יארק,אמעריקע פארלאג,1925,,,,,,1
,"גראס, נפתלי",יודזשין דעבס. א מעשה פון א מענטשן,,ניו יארק,קינדער רינג,1933,,,,,,1
,"גראס, נפתלי",לידער,,ניו יארק,,1958,,,,,,1
,"גראס, נפתלי",מעשלעך און משלים.,,ניו יארק,פארווערטס,1955,,,,,,1
,"גראסבארג, הערץ-נדיר, משה",נאדיריזמען,,תל אביב,י. ל. פרץ,1973,,,,,,1
,"גראסמאן, וו",טרעבלינקער גהנום,,מאסקווע,דער עמעס,1943,,,,,,1
,"גראסמאן, וואסילי - ערענבורג, איליה",דאס שווארצע בוך.,,ירושלים,יד ושם,1984,,,,,,1
,"גראסמאן, וולאדימיר",אלט-נייע פראבלעמען,,פאריז,,1975,,,,,,1
,"גראסמאן, וולאדימיר",אמאל און היינט,,פאריז,,1955,,,,,,1
,"גראסמאן, וולאדימיר",געארג בראנדעס און פעטער קראפאטקין,,פאריז,,1961,,,,,,1
,"גראסמאן, וולאדימיר",וועלט-יידנטום אין דער וועלט-פאליטיק,,פאריז,,1973,,,,,,1
,"גראסמאן, וולאדימיר",מענטשן און פראבלעמען,,פאריז,,1964,,,,,,1
,"גראסמאן, י",מאנאגראפיעס און עסייען,,ניו יארק,,1977,,,,,,1
,"גראסמאן, י",מאנאגראפיעס און עסייען.,,ניו יארק,,1977,,,,,,1
,"גראסמאן, י",עסייען און זכרונות,,מאנטרעאל,,1974,,,,,,1
,"גראסמאן, משה",די ווידוי פון א רעוואלוציאנער,,רמת גן,מענדעלע מוכר ספרים,1956,,,,,,1
,"גראסמאן, משה",ספר זכרון לקדושי סוקולי. סאקאלער יזכר בוך.,,תל אביב,,1962,,,,,,1
,"גראס-צימערמאן, מ",אינטימער ווידעראנאנד,,תל אביב,י. ל . פרץ,1964,,,,,,1
,"גראס-צימערמאן, מ",יידן צווישן יידן,,בוענאס איירעס,קיום,1956,,,,,,1
,"גראס-צימערמאן, משה",דאס ווארט וואס מיר שרייבן,,תל אביב,ישראל בוך,1971,,,,,,1
,"גראפער, יעקב",געקליבענע לידער,,תל אביב,,1975,,,,,,1
,"גראפער, יעקב",יעקב גראפער און זיין צייט,,תל אביב,,1976,,,,,,1
,"גרוביטון, מאטל",אומרויק ווינט,,מאסקווע,,1970,,,,,,1
,"גרובער, יצחק",אין שפיגל פון לעבן. דערציילונגען און הומאר,,חיפה,,1982,,,,,,1
,"גרובער, יצחק",מיין וועלט. לידער,,חיפה,,1976,,,,,,1
,"גרודבערג-טורקאוו, יצחק",פענימער און מאסקעס,,בוענאס איירעס,צענטראל-פארבאנד פאר פוילישע יידן,1960,,,,,,1
,"גרוסמן, משה",וידויו של מהפכן,,תל אביב,טברסקי,1957,,,,,,1
,"גרין, בער",אונטער שניי,,ניו יארק,,1939,,,,,,1
,"גרין, בער",בלומען אונטער שניי,,ניו יארק,סיגנאל - דאון טאון איקאר,1939,,,,,,1
,"גרין, בער",יידישע שרייבער אין אמעריקע.,,ניו יארק,איקוף,1963,,,,,,1
,"גרין, מאקס",דיא אידען-פראגע און דער שליעסל צו איר לעזונג.,,פילאדעלפיע,,1909,,,,,,1
,"גרינבאום, י",פון מיין דור,,תל אביב,מקור,1959,,,,,,1
,"גרינבלאט, עליזה",איך זינג.,,ניו יארק,עליזה פארלאג,1947,,,,,,1
,"גרינבלאט, עליזה",ביים פענצטער פון א לעבן.,,ניו יארק,פארלאג עליזה,1966,,,,,,1
,"גרינבלאט, עליזה",צען לידער,,ניו יארק,,1939,,,,,,1
,"גרינבערג, אורי צבי",אונדזערע אותיות בליען.,,תל אביב,איציק מאנגער פרייז פאר ליטעראטור-שאפונג אין יידיש,1978,,,,,,1
,"גרינבערג, אורי צבי - חנא שמערוק",געזאמלטע ווערק,,ירושלים,האוניברסיטה העברית,1979,,,,,,1
,"גרינבערג, אורי צבי - חנא שמערוק",געזאמלטע ווערק,,ירושלים,האוניברסיטה העברית,1979,,,,,,1
,"גרינבערג, אליעזר",אומעטום.,,ניו יארק,,1934,,,,,,1
,"גרינבערג, אליעזר",אייביקער דארשט,,ניו יארק,ציקא,1968,,,,,,1
,"גרינבערג, אליעזר",ביינאכטיקער דיאלאג,,ניו יארק,געצעלטן פארלאג,1953,,,,,,1
,"גרינבערג, אליעזר",גאסן און עוועניוס,,ניו יארק,,1928,,,,,,1
,"גרינבערג, אליעזר",געדענקשאפטן,,ניו יארק,לבדי,1974,,,,,,1
,"גרינבערג, אליעזר",די לאנגע נאכט.,,ניו יארק,,1946,,,,,,1
,"גרינבערג, בערל",דאס בלויע שיפעלע,,בוענאס איירעס,מענדל אבזאץ,1948,,,,,,1
,"גרינבערג, בערל",דאס גאלדענע פייגעלע,,בוענאס איירעס,,1955,,,,,,1
,"גרינבערג, בערל",די אייביקע וואך. דריי דערציילונגען,,בוענאס איירעס,ארגענטיניש,1938,,,,,,1
,"גרינבערג, בערל",ליבשאפט,,בוענאס איירעס,ב. גרינבערג יובל-קאמיטעט,1952,,,,,,1
,"גרינבערג, חיים",מענטשן און ווערטן,,ניו יארק,אידישער קעמפער,1953,,,,,,1
,"גרינבערג, יהושע",מיט זיך אליין. לידער און דערציילונגען,,חיפה,,1976,,,,,,1
,"גרינשפאן, יוסף",צווישן ווענט,,ניו יארק,,1931,,,,,,1
,"גרינשפאן, שלמה",יידן אין פלאצק,,ניו יארק,,1960,,,,,,1
,"גרינשפאן-מילשטיין, פייגע",א לעבן אויף ראטעס,,תל אביב,ניי לעבן,1966,,,,,,1
,"גריס, נח",יידן אין לעבן און שאפן פון וו. ג. קאראלענקא,,פאריז,ביכער קאמיסיע,1975,,,,,,1
,"גריס, נח",קינדער מארטיראלאגיע. זאמלונג פון דאקומענטן,,בוענאס איירעס,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,1947,,,,,,1
,"גרעץ, ה",די יודישע געשיכע,,ווארשע,ב. שימין,1913,,,,,,1
,"גרעץ, ה",די יודישע געשיכע,,ווארשע,ב. שימין,1913,,,,,,1
,"גרעץ, ה",די יודישע געשיכע,,ווארשע,ב. שימין,1913,,,,,,1
,"גרעץ, ה",די יודישע געשיכע,,ווארשע,ב. שימין,1913,,,,,,1
,"גרעץ, ה",די יודישע געשיכע,,ווארשע,ב. שימין,1931,,,,,,1
,"גרעץ, ה",די יודישע געשיכע,,ווארשע,ב. שימין,1913,,,,,,1
,"גרעץ, ה",די יודישע געשיכע,,ווארשע,ב. שימין,1913,,,,,,1
,"גרעץ, ה - בן צבי",די יודישע פאלקס-געשיכטע,,ניו יארק,היברו פאבלישינג קא,,,,,,,1
,"גרעץ, ה - בן צבי",די יודישע פאלקס-געשיכטע,,ניו יארק,היברו פאבלישינג קא,,,,,,,1
,"גרעץ, ה - בן צבי",די יודישע פאלקס-געשיכטע,,ניו יארק,היברו פאבלישינג קא,,,,,,,1
,"גרעץ, ה - בן צבי",די יודישע פאלקס-געשיכטע,,ניו יארק,היברו פאבלישינג קא,,,,,,,1
,"גרעץ, ה. דר",יידישע געשיכטע. פון די גאונים ביז גירוש שפאניען,,ווארשע,ב. שימין,,,,,,,1
,"גרעץ, ה. דר",יידישע געשיכטע. פון דער אוראלטער צייט ביז גלות בבל,,ווארשע,ב. שימין,1931,,,,,,1
,"גרעץ, ה. דר",יידישע געשיכטע. פון יהודה'ס אונטערגאנג ביז די גאונים,,ווארשע,ב. שימין,,,,,,,1
,"גרעץ, ה. דר",יידישע געשיכטע. פון פון גלות בבל ביז הורדוס'עס צייט,,ווארשע,ב. שימין,,,,,,,1
